"EnsemblID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198399",601.293505209649,-0.331509219502314,0.133389496636122,-2.48527228801718,0.0129452376856792,0.0249735089061034
"ENSG00000067167",1131.4356618434,0.257133897380443,0.103472741682116,2.48503995545415,0.0129536894734615,0.0249870043828727
"ENSG00000186868",278.846270200522,0.442483242837642,0.178066847433852,2.48492770672551,0.0129577746033738,0.0249920747127571
"ENSG00000143942",164.599803271764,-0.458967793716119,0.184739784926111,-2.48440147258852,0.0129769413318993,0.0250262289954735
"ENSG00000227051",27.9553878996012,-1.20637113615819,0.485704471132603,-2.48375546830994,0.0130005046678018,0.025068853572729
"ENSG00000197355",255.010257295123,-0.382502417200403,0.154073956113133,-2.48258970464509,0.0130431222778953,0.0251482067697638
"ENSG00000296798",9.07943504973374,-2.16188821975104,0.870868783296525,-2.48245000994017,0.0130482374732589,0.0251552425355254
"ENSG00000169733",755.863029594329,0.265175161732667,0.106861558338134,2.4814831999136,0.0130836877746213,0.0252207521443605
"ENSG00000160746",207.227556099012,0.471891366833684,0.190171539162967,2.4813984727194,0.0130867985466992,0.0252210815976935
"ENSG00000256453",17.4214833897647,-1.48026963835125,0.596542307887404,-2.48141601824267,0.0130861543063944,0.0252210815976935
"ENSG00000153936",1055.88223302629,0.267257301505857,0.107713207430944,2.48119341982456,0.0130943298027895,0.0252327617650788
"ENSG00000123444",95.5093824253365,-0.695504672376108,0.280376167085907,-2.48061266977448,0.0131156806029844,0.0252710665677717
"ENSG00000235288",70.5953894101568,0.890993900845055,0.35920186504778,2.48048239038664,0.0131204744436925,0.0252774646872756
"ENSG00000064042",18.769190574266,1.89835335587292,0.765340170237961,2.48040470067406,0.0131233338997207,0.0252801350680821
"ENSG00000143333",104.535198096627,0.58533125759878,0.236006495589918,2.48014893037454,0.0131327517032909,0.0252954371042956
"ENSG00000254884",10.1675301773083,1.96656582213601,0.793021834017988,2.47983818071193,0.0131442019616627,0.0253146500458199
"ENSG00000283312",5.566939773298,-3.02047715128796,1.21807066440271,-2.47972243282705,0.0131484692043797,0.0253200263309481
"ENSG00000225108",42.9783642110054,-0.926799681624615,0.373794299276214,-2.47943771057824,0.0131589711878183,0.0253374063113664
"ENSG00000279662",8.82246884066605,-2.141330000532,0.86378074021271,-2.47902031249816,0.0131743803277253,0.0253642299891281
"ENSG00000074582",636.33004163704,0.278559624430387,0.112378000029799,2.478773642141,0.0131834941884128,0.0253789288998975
"ENSG00000100307",416.42600943226,-0.334203225378019,0.134835842725145,-2.47859336674503,0.0131901584446563,0.02538890942264
"ENSG00000132000",166.027610340259,0.493738010386497,0.199230692582152,2.47822262718334,0.0132038729684624,0.025412456802342
"ENSG00000290921",107.102034886604,-0.681314006903888,0.275050612328776,-2.4770495914748,0.0132473493956337,0.0254932728723961
"ENSG00000149262",354.708418502831,0.410835856738147,0.165870744167126,2.47684339273358,0.0132550048406464,0.0255051444494573
"ENSG00000099290",2022.05184466381,0.161274305765867,0.0651245853039785,2.47639666361169,0.0132716037622181,0.0255342203803698
"ENSG00000271737",40.2207926449234,1.05232819770251,0.424987206046437,2.47614088784481,0.0132811157824517,0.0255496563062347
"ENSG00000114019",3259.75881829402,-0.187920694273624,0.0759035922514597,-2.47578129966583,0.0132944986645565,0.0255725345388409
"ENSG00000160799",260.976243931957,-0.387658712472299,0.156596602413971,-2.47552441430053,0.0133040665293241,0.0255880701165949
"ENSG00000233783",12.164164830295,-1.99710255861367,0.806908258382485,-2.47500572446368,0.0133234040292224,0.0256223903086076
"ENSG00000253304",25.6458495807336,1.19212022862748,0.481856951799807,2.47401272135794,0.0133604939294832,0.0256908388257395
"ENSG00000270605",28.1972268448396,1.32887877844186,0.537155337168195,2.47391896997154,0.0133640003706111,0.0256947017434946
"ENSG00000129007",37.256884943482,-1.04816595242057,0.42373903702976,-2.47361196591135,0.0133754884720833,0.0257139082581518
"ENSG00000228232",31.302881019422,1.07867284252855,0.436157387976566,2.47312752750276,0.0133936339257934,0.0257459075620394
"ENSG00000176714",27.1957049655763,-1.22387592675665,0.494937273986149,-2.47278996972634,0.0134062905770815,0.0257673500304205
"ENSG00000085872",2066.13750764457,-0.203596178895612,0.0823624406638845,-2.47195417297642,0.0134376740818168,0.0258247773180794
"ENSG00000166946",270.035073138374,0.366556013660051,0.148293193008509,2.47183303713083,0.013442228019392,0.0258284232631172
"ENSG00000304798",8.73296456742238,-2.11236934150823,0.854579315122109,-2.47182362611526,0.0134425818708262,0.0258284232631172
"ENSG00000173020",1237.69530393311,0.256809803525302,0.103907298565484,2.47152805501394,0.0134536994476891,0.0258423821466134
"ENSG00000221838",232.812400415136,-0.460366374364334,0.186267780962043,-2.4715298157664,0.0134536331949014,0.0258423821466134
"ENSG00000230383",19.6523760510192,1.4861503407845,0.60131260827576,2.47151035972118,0.0134543652940726,0.0258423821466134
"ENSG00000225840",8.59153497545516,2.14726267248771,0.869051495353934,2.47081178039191,0.0134806750278745,0.0258900181473327
"ENSG00000204568",730.189426556108,0.240674444629246,0.0974374604081047,2.47004020446767,0.0135097867687715,0.0259430242169649
"ENSG00000162650",92.3161451781992,-0.642644844420393,0.260180774425133,-2.4699935874982,0.0135115474160994,0.0259435016299724
"ENSG00000151502",698.610297994484,0.248859410553515,0.100764041859287,2.46972437748217,0.0135217190084365,0.025960126971775
"ENSG00000143801",423.764407995205,-0.32730759794243,0.132539628438782,-2.46950743560904,0.0135299206698596,0.0259729669784573
"ENSG00000168763",598.314366694132,-0.317161675560566,0.128443766685836,-2.46926482883612,0.0135390978193098,0.0259876765168048
"ENSG00000179335",609.630604237166,0.331002031271554,0.134119722382332,2.46795941262071,0.0135885726127116,0.0260797235893631
"ENSG00000241563",11.1936584632405,-1.83623970041035,0.744130590016565,-2.46763098446131,0.0136010450378727,0.0261007416127748
"ENSG00000135823",1016.05662429604,0.213664862158843,0.0865901070535373,2.46754357315597,0.0136043662831156,0.0261041955586779
"ENSG00000103335",7929.21967513137,-0.172163178751019,0.069802514586519,-2.46643233085286,0.0136466510961576,0.0261824040599208
"ENSG00000129535",41.075101103639,1.0922187813279,0.4428706347199,2.46622533918667,0.0136545403237079,0.0261946112336963
"ENSG00000187243",123.223718334893,1.73249475076064,0.702635366644094,2.46570957427795,0.0136742155837922,0.026229423251728
"ENSG00000224431",7.07455936490125,-2.51151879994999,1.01880352520709,-2.46516500759012,0.0136950167406342,0.0262663869031749
"ENSG00000273230",130.856424426629,-0.536879178679342,0.217794004188083,-2.46507786419916,0.0136983480043825,0.0262698396176591
"ENSG00000186716",1366.64228528606,0.202878313753764,0.0823331354202831,2.46411499717749,0.013735203560173,0.0263375751771847
"ENSG00000205090",26.7872982707313,-1.12909684435335,0.458304828464913,-2.46363724365559,0.0137535229652018,0.0263697560662568
"ENSG00000173805",63.7177919489626,0.795911061359491,0.323081656339405,2.46349814587853,0.01375886070805,0.0263770426847734
"ENSG00000188185",105.627887462332,-0.60304409844704,0.244816718665934,-2.46324720686224,0.0137684948778772,0.0263925634135423
"ENSG00000154845",1135.752249864,-0.303888583930326,0.123380341882039,-2.46302270924867,0.0137771189452325,0.026406144645029
"ENSG00000167118",937.25761245099,0.240336329323939,0.0976046250994224,2.46234570420333,0.013803154958842,0.0264530920120418
"ENSG00000137414",585.801023893268,-0.268750344642464,0.109170847703352,-2.46174093447304,0.0138264497049411,0.0264926380455744
"ENSG00000260916",370.093355649856,0.362984354262728,0.147450931045111,2.46172982218523,0.0138268780567734,0.0264926380455744
"ENSG00000188001",738.573362816789,-0.231334877498885,0.0940052566955293,-2.46087171750564,0.0138599913284477,0.0265531187152195
"ENSG00000198225",19.320752243487,1.29587168188463,0.526606853610569,2.46079532197456,0.0138629427355585,0.026555807910764
"ENSG00000297567",18.8003780945912,1.3535252656011,0.550072034467585,2.46063275496486,0.0138692250732027,0.0265630454793799
