pathway,pval,padj,log2err,ES,NES,size,collection
REACTOME_MEIOSIS,1.3194716491746544e-5,5.251810081892795e-5,0.5933254763964051,0.5021849581657161,1.9272240106221932,98,C2-CP-Reactome
REACTOME_MEIOTIC_RECOMBINATION,3.888086738852937e-6,1.7324351088605785e-5,0.610526878385931,0.5591696474067468,2.0432723982248726,75,C2-CP-Reactome
REACTOME_MEIOTIC_SYNAPSIS,3.053499844768286e-5,1.1691537428447391e-4,0.557332238758646,0.5496903125080083,1.9386716934396169,61,C2-CP-Reactome
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,0.4077490774907749,0.49329223808612754,0.0857844408075645,0.37010525060604843,1.025590001563808,20,C2-CP-Reactome
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1e-50,1.1188888888888889e-48,NA,0.722985552220059,3.154029576889896,281,C2-CP-Reactome
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,2.3918667535412243e-6,1.1048668902825748e-5,0.6272567397185284,0.4139997512057251,1.7569238766373123,225,C2-CP-Reactome
REACTOME_METABOLISM_OF_COFACTORS,0.0053435523456893666,0.012720939035719131,0.40701791892395395,0.5982846729244011,1.7234529740209554,23,C2-CP-Reactome
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.16696914700544466,0.2524593559076318,0.14375898903927542,0.43875105264366304,1.2638913225662636,23,C2-CP-Reactome
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,0.676416819012797,0.7246295071764751,0.059603704257597284,0.3290692603592529,0.8495200563640622,15,C2-CP-Reactome
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,0.001732872211494523,0.004741854122214632,0.45505986738722953,0.6935884415228349,1.802590438494676,16,C2-CP-Reactome
REACTOME_METABOLISM_OF_NUCLEOTIDES,4.062843899150318e-6,1.794422722124724e-5,0.610526878385931,0.5212123854991793,1.954851457836548,88,C2-CP-Reactome
REACTOME_METABOLISM_OF_POLYAMINES,2.6738107157119253e-16,6.903916386466433e-15,1.0376961554875836,0.8240684671728251,2.7452353327427006,45,C2-CP-Reactome
REACTOME_METABOLISM_OF_PORPHYRINS,0.1256931608133087,0.20059114570364794,0.16957064440562838,0.48534075574997165,1.332048823397393,19,C2-CP-Reactome
REACTOME_METABOLISM_OF_STEROIDS,0.048214285714285716,0.08974452072880909,0.27650059925447157,0.33113379731156317,1.291604853682913,115,C2-CP-Reactome
REACTOME_METABOLISM_OF_STEROID_HORMONES,0.004315125049615391,0.010638213922267624,0.40701791892395395,0.6494048731291626,1.7576395652377357,18,C2-CP-Reactome
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.0429553264604811,0.08161512027491409,0.2878571172551493,0.3186853254114159,1.2885556574855122,145,C2-CP-Reactome
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0.6086206896551725,0.6590118650352244,0.061840603575328466,0.2439344347872876,0.9360838582989656,100,C2-CP-Reactome
REACTOME_METALLOPROTEASE_DUBS,0.020860010586214825,0.04278213983771553,0.35248785758361917,0.48816607676222934,1.553263106296179,35,C2-CP-Reactome
REACTOME_METAL_ION_SLC_TRANSPORTERS,0.26929982046678635,0.3644958591532982,0.10882012676916121,0.3785674113163138,1.1484847296840974,28,C2-CP-Reactome
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0.17391304347826086,0.2590686905068176,0.14040623852334236,0.4305158778666951,1.2530325757421785,24,C2-CP-Reactome
REACTOME_MET_PROMOTES_CELL_MOTILITY,0.3197158081705151,0.4132911666594464,0.09754492162471996,0.3398643987562098,1.0813918804699674,35,C2-CP-Reactome
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,6.970679077179278e-9,5.0894516789994865e-8,0.7614608014455848,0.5699738969201533,2.179226873055916,96,C2-CP-Reactome
REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.006608618672086636,0.015159177682895769,0.40701791892395395,0.5857005267262868,1.7047033044496331,24,C2-CP-Reactome
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,0.11252653927813164,0.18276487911786865,0.19381330272531053,-0.4626746432515341,-1.3588598593195091,21,C2-CP-Reactome
REACTOME_MISMATCH_REPAIR,0.4716636197440585,0.5480650678121147,0.07747675478485777,0.3849370301094371,0.9937474170579687,15,C2-CP-Reactome
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,0.057291666666666664,0.10359497837968785,0.24891111443470243,0.3514064804585432,1.3092309609196406,86,C2-CP-Reactome
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,0.016874081567866878,0.03554853585531788,0.35248785758361917,0.35190367064616185,1.3797949608338993,120,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_BIOGENESIS,2.8775351385397496e-5,1.1102214116894743e-4,0.5756102610711286,0.4905645587602433,1.8476604635468776,91,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,9.447886653180712e-6,3.8734342021085944e-5,0.5933254763964051,0.7588424923962583,2.111720446857922,21,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,1.8785623499754977e-4,6.202335365328937e-4,0.5188480777437918,0.6284937283362529,1.9649477008930105,32,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,1.0463365512182459e-20,3.9024478039880507e-19,1.1778932614941966,0.7320242089702684,2.7988068164794986,96,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,2.774537246230645e-8,1.6730293454815925e-7,0.7337619883564803,0.6367047226143443,2.2846845991075857,65,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_TRANSLATION,1.4785242319847817e-14,2.863219041555145e-13,0.9759946830643197,0.6410334681035126,2.495124512957556,114,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,1.3553098612879304e-11,1.5509057162692567e-10,0.8753251320246591,0.6387576681875822,2.392479544191225,89,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,0.1902071563088512,0.27690700104493204,0.13649043778041264,0.4468435846508826,1.2434843115794,21,C2-CP-Reactome
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,5.224073915647072e-4,0.0016038544003221346,0.47727081536286214,0.7272819950388274,1.8901577533038534,16,C2-CP-Reactome
REACTOME_MITOPHAGY,7.863816519898532e-7,3.9397329530038914e-6,0.6594443980379349,0.687870380050486,2.246424254594657,38,C2-CP-Reactome
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,2.3887475902799045e-8,1.4757477444244565e-7,0.7337619883564803,0.5140559860808007,2.063770570381758,134,C2-CP-Reactome
REACTOME_MITOTIC_G2_G2_M_PHASES,2.7169969222781935e-5,1.0523138079746696e-4,0.5756102610711286,0.4122939354720734,1.7064654066830118,184,C2-CP-Reactome
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,5.542455089607043e-5,2.0671304723089972e-4,0.557332238758646,0.39184291344403765,1.6493104907484806,213,C2-CP-Reactome
REACTOME_MITOTIC_PROMETAPHASE,0.3485576923076923,0.4387469951923077,0.11101149245045029,-0.24170288647651317,-1.039700391540726,195,C2-CP-Reactome
REACTOME_MITOTIC_PROPHASE,1.2917982507918114e-5,5.182632822897825e-5,0.5933254763964051,0.46647219414214247,1.8593922555515563,131,C2-CP-Reactome
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,0.06864988558352403,0.12085740346609912,0.2616635217115731,-0.31271576990401695,-1.2691211684598653,109,C2-CP-Reactome
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES,0.8172043010752689,0.8329197684036393,0.058345277674361214,-0.27538204792010745,-0.7443094002876857,16,C2-CP-Reactome
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,0.6173913043478261,0.6677905944986691,0.07253518643945886,-0.30695636031825446,-0.880888046560378,20,C2-CP-Reactome
REACTOME_MRNA_3_END_PROCESSING,4.421312130294994e-14,7.700230185643236e-13,0.9653277542260832,0.5938874887296042,2.4187476519715703,151,C2-CP-Reactome
REACTOME_MRNA_CAPPING,0.007874391854581487,0.017621139105696793,0.3807304007227924,0.5571112379158868,1.6959198103185087,29,C2-CP-Reactome
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,0.7951582867783985,0.8145721208401295,0.05291298484305835,0.29560136893704825,0.7682483867262044,16,C2-CP-Reactome
